boro,cd,age_pyramid_total_puma,median_household_income_puma,median_personal_earnings_puma,no_hs_puma,at_least_hs_puma,complete_hs_somecollege_puma,complete_bach_puma,at_least_bachelors_puma,grad_degree_puma,latino_pop_puma,white_pop_puma,aframer_pop_puma,natamer_pop_puma,asian_api_pop_puma,other_pop_puma,asian_api_total_puma,latino_total_pop_puma,white_total_pop_puma,aframer_total_pop_puma,natamer_total_pop_puma,other_total_pop_puma,unemployment_puma,households_receiving_snap_benefits_puma,renter_occ_puma,owner_occ_puma,median_rent_puma,age_pyramid_male_under_5_puma,age_pyramid_male_5_to_14_puma,age_pyramid_male_15_to_24_puma,age_pyramid_male_25_to_34_puma,age_pyramid_male_35_to_44_puma,age_pyramid_male_45_to_54_puma,age_pyramid_male_55_to_64_puma,age_pyramid_male_65_to_74_puma,age_pyramid_male_75_to_84_puma,age_pyramid_male_85_plus_puma,age_pyramid_female_under_5_puma,age_pyramid_female_5_to_14_puma,age_pyramid_female_15_to_24_puma,age_pyramid_female_25_to_34_puma,age_pyramid_female_35_to_44_puma,age_pyramid_female_45_to_54_puma,age_pyramid_female_55_to_64_puma,age_pyramid_female_65_to_74_puma,age_pyramid_female_75_to_84_puma,age_pyramid_female_85_plus_puma,underfive_puma,undereighteen_puma,sixtyfive_puma,commute_under_30_mins_puma,commute_30_59_mins_puma,commute_60_mins_plus_puma,full_time_workers_puma,part_time_workers_puma,high_cost_h_puma,ex_high_cost_h_puma,foreign_puma,native_puma,north_eur_puma,west_eur_puma,south_eur_puma,east_eur_puma,nec_eur_puma,east_asia_puma,south_cen_asia_puma,south_east_asia_puma,west_asia_puma,nec_asia_puma,east_afr_puma,mid_afr_puma,north_afr_puma,south_afr_puma,west_afr_puma,nec_afr_puma,aus_nz_ocean_puma,fiji_ocean_puma,nec_ocean_puma,carib_amer_puma,cent_amer_puma,south_amer_puma,north_amer_puma,adult_samehome_puma,child_samehome_puma,income_inequality_puma,children_with_medicaid_puma,adult_medicaid_puma,married_puma,divorced_puma,lonely_puma,singlemom_puma,badenglish_speakers_puma,nonenglish_speakers_puma,spanish_speaker_puma,api_speaker_puma,poverty_child_federal_number_puma,poverty_child_federal_percent_puma,poverty_adult_federal_number_puma,poverty_adult_federal_percent_puma,poverty_65_federal_number_puma,poverty_65_federal_percent_puma,poverty_all_ages_federal_number_puma,poverty_all_ages_federal_percent_puma,management_business_science_and_arts_occupations_puma,service_occupations_puma,sales_and_office_occupations_puma,natural_resources_construction_and_maintenance_occupations_puma,production_transportation_and_material_moving_occupations_puma,agriculture_forestry_fishing_hunting_mining_industries_puma,construction_industries_puma,manufacturing_industries_puma,arts_entertainment_recreation_accommodation_food_services_puma,educational_services_health_care_social_assistance_industries_puma,finance_insurance_real_estate_rental_leasing_industries_puma,information_industries_puma,other_service_industries_puma,professional_scientific_management_administrative_waste_management_services_industries_puma,wholesale_trade_industries_puma,public_administration_industries_puma,retail_trade_industries_puma,transportation_warehousing_utilities_industries_puma,sch_enrol_puma,pre_k_puma,familychild_puma,marriedchild_puma,nonfamilychild_puma,marriednochild_puma,cohabitating_puma,grandrearers_puma,lonelyaged_puma,disabled_puma,median_value_puma,private_wage_and_salary_workers_class_puma,government_workers_class_puma,self_employed_class_puma,rental_vac_puma,labor_force_participation_puma,no_kitchen_puma,more_than_one_puma,veteran_puma,internet_puma,computer_puma
2,201,157561,21718,19944,43.60323168,56.39676832,41.54237138,6.84511919,9.173436321,2.328317131,68.84190885,1.717430075,27.67880376,0.272910174,0.763513814,2.744333941,1203,108468,2706,43611,430,4324,7.623776837,55.01528487,93.37518721,6.624812786,781,6799,12739,15914,12864,10308,8471,5728,2777,1546,234,6704,12535,12762,12785,10913,10085,6054,4684,2657,1002,8.570014153,29.30420599,8.187305234,25.98006936,46.16313271,27.85679793,73.96723395,26.03276605,58.31209351,30.75232906,28.51467051,71.48532949,0.142450142,0.178062678,0.062321937,0,0,0.758992165,0.465188746,0.454059829,0.405092593,0.21144943,0.10238604,0.100160256,0.133547009,0.080128205,0,0.72337963,0,0,0.066773504,42.30546652,34.73780271,10.86850071,0.033386752,84.05856952,86.72072524,0.4915,70.76795133,39.84752592,22.97447468,8.201441272,28.94893416,29.47210767,34.49027475,66.37812548,61.019867,0.453289647,23896,16.27881628,33635,22.91337403,5264,3.586026486,62795,42.7782168,15.56681158,40.08694939,23.40456074,6.55606595,14.38561234,0.06562218,5.024198179,4.181363301,16.45271102,27.84636207,5.709129686,1.144286769,6.951849725,8.352473136,5.120580756,2.680255927,13.30899844,6.197194652,70.25651329,50.71007967,45.68022814,11.9180977,0.151822901,7.71219302,16.62460762,2.07193717,11.51597218,16.05257823,317900,118.7494873,12.13190058,6.172586334,42.58308565,49.54853564,1.019675427,12.85981002,4.144354855,60.75951792,0.749956889
2,202,157561,21718,19944,43.60323168,56.39676832,41.54237138,6.84511919,9.173436321,2.328317131,68.84190885,1.717430075,27.67880376,0.272910174,0.763513814,2.744333941,1203,108468,2706,43611,430,4324,7.623776837,55.01528487,93.37518721,6.624812786,781,6799,12739,15914,12864,10308,8471,5728,2777,1546,234,6704,12535,12762,12785,10913,10085,6054,4684,2657,1002,8.570014153,29.30420599,8.187305234,25.98006936,46.16313271,27.85679793,73.96723395,26.03276605,58.31209351,30.75232906,28.51467051,71.48532949,0.142450142,0.178062678,0.062321937,0,0,0.758992165,0.465188746,0.454059829,0.405092593,0.21144943,0.10238604,0.100160256,0.133547009,0.080128205,0,0.72337963,0,0,0.066773504,42.30546652,34.73780271,10.86850071,0.033386752,84.05856952,86.72072524,0.4915,70.76795133,39.84752592,22.97447468,8.201441272,28.94893416,29.47210767,34.49027475,66.37812548,61.019867,0.453289647,23896,16.27881628,33635,22.91337403,5264,3.586026486,62795,42.7782168,15.56681158,40.08694939,23.40456074,6.55606595,14.38561234,0.06562218,5.024198179,4.181363301,16.45271102,27.84636207,5.709129686,1.144286769,6.951849725,8.352473136,5.120580756,2.680255927,13.30899844,6.197194652,70.25651329,50.71007967,45.68022814,11.9180977,0.151822901,7.71219302,16.62460762,2.07193717,11.51597218,16.05257823,317900,118.7494873,12.13190058,6.172586334,42.58308565,49.54853564,1.019675427,12.85981002,4.144354855,60.75951792,0.749956889
1,112,214419,41513,23297,30.17350515,69.82649485,33.88214443,18.8503618,30.90244,12.0520782,70.76145304,16.9826368,8.03986587,0.034511867,2.483921667,5.637560104,5326,151726,36414,17239,74,12088,9.468581349,36.33331055,90.91393807,9.086061932,1151,6651,10115,16903,21137,15434,14154,11701,6362,2575,1165,6206,9281,15181,18933,14979,14536,13565,7785,4959,2797,5.996203695,18.0818864,11.95929465,28.42641244,50.19229728,21.38129029,74.35963939,25.64036061,52.28950811,30.72076272,47.72478185,52.27521815,0.681123022,1.279182261,1.099373601,0,0.006840547,1.789291613,0.92835993,0.91858772,0.706530768,0.071337131,0.227692488,0.037134397,0.214988615,0.050815491,0.057656038,0.067428248,0.085995446,0,0,69.33773734,10.90871779,7.954578769,0.581446482,87.45160776,90.86604084,0.4838,56.5339663,26.88892758,30.33222445,12.0714074,31.81762253,13.46230091,38.95029817,72.50771475,66.53387047,1.539476687,12636,6.00424802,33239,15.79417537,6349,3.01685428,52224,24.81527767,32.15787867,30.84189478,21.3000266,4.865988318,10.83421164,0.090621645,3.161907389,4.596093419,16.29416574,26.77180091,7.46446548,3.571674826,6.668571035,10.83618168,4.598063455,2.232050512,11.95811704,4.666029688,72.82161357,55.25347506,29.91592043,12.34260715,0.411511382,14.9114772,22.56066717,2.552377246,10.15243694,11.29243435,383700,115.9346342,10.33579259,6.590754622,22.09918151,65.86740325,0.683573723,13.39667783,4.280538656,69.09040238,0.819168702
1,109,130249,41614,28898,21.70453748,78.29546252,30.83331383,21.05398638,43.15166265,22.09767627,38.50240693,27.67622016,22.49153544,0.10825419,7.866471144,10.00238006,10246,50149,36048,29295,141,13028,5.607066784,23.35388304,86.6469732,13.3530268,1150,3107,5624,12504,13081,8161,7426,5549,2715,1756,835,2846,5853,14849,13712,7902,8737,6609,4960,2668,1355,4.570476549,16.16058473,10.97052569,33.44414523,53.29185625,13.26399851,73.29947031,26.70052969,49.32308909,28.60072138,33.82214067,66.17785933,1.990783829,3.500329149,1.704764715,0,0,10.73479672,3.214310036,2.04526366,2.419812499,0,0.826277439,0.133929585,0.297369078,0.111229655,0,1.010146869,0.567498241,0,0,45.0979502,8.809842689,10.46012757,1.672984814,81.16025641,91.8701638,0.574,52.10255922,20.22319027,24.82294649,7.788581711,37.33410395,11.68764449,20.44313574,50.36927978,36.00920384,4.849713587,7137,5.962356204,22393,18.70744605,3865,3.228878623,33395,27.89868088,47.24353074,22.49156183,20.19876581,3.320718694,6.745422931,0.121032355,2.502471788,3.034332276,13.5505097,33.72370529,7.565374518,5.212914664,5.794210903,12.57031809,2.889434387,2.689986703,8.852408714,3.08888207,79.26624687,60.75619296,24.72172275,10.94485829,0.12629506,12.31055741,27.87695864,1.982001503,11.36869595,11.11145368,586500,106.4522178,10.90143534,7.323309809,35.61643836,58.14076288,1.188029797,6.813511431,4.878414248,70.27192243,0.812900506
1,110,129951,38028,33584,19.67339708,80.32660292,39.92822912,19.15214972,34.29217107,15.14002135,22.27224108,11.96758778,59.51397065,0.248555225,3.41821148,4.199275111,4442,28943,15552,77339,323,5457,8.46950124,26.25874787,86.7183658,13.2816342,912,4289,7067,9441,11183,8470,8593,6123,2754,1209,551,4509,7433,9154,13691,10358,9364,7606,4343,2428,1385,6.770244169,21.18106055,9.749828782,32.49129261,53.52796149,13.9807459,78.27072113,21.72927887,48.35543535,25.3882394,22.77089057,77.22910943,1.716738197,3.234091447,1.432868102,0,0,5.01165895,3.822108073,1.084789294,1.314588895,0,1.547767902,0.865127911,0.790780981,0.432563955,0.050691089,3.845763915,0.554222568,0,0,40.05609814,7.678010206,8.053124261,1.098306918,88.37599828,92.79216506,0.5516,53.75831848,27.0998557,23.9008748,8.499526502,42.37942122,15.3508606,11.54738224,31.61044299,18.39492212,2.014807722,10120,7.838277438,23850,18.47262025,3630,2.811556037,37600,29.12245372,41.99074406,23.84480161,23.98830451,2.658391332,7.517758485,0.043050872,2.046710196,2.296046495,12.24259166,28.58577886,8.563535912,4.308674751,5.707828084,13.2076487,4.620793571,5.569706537,10.2048504,5.824424195,72.9950856,64.48337141,27.99886514,9.808965387,0.30262909,8.432003026,26.99262342,2.350423168,11.27482504,13.42796869,605100,101.2377126,18.06701586,6.37332281,35.23954373,61.50987158,1.146207679,6.084736145,5.664838283,61.54142717,0.783418618
1,111,120603,30857,29867,26.93747193,73.06252807,38.50117271,17.77533809,29.51619342,11.74085533,46.1000141,13.8910309,30.34087046,0.008291668,7.377925922,3.265258741,8898,55598,16753,36592,10,3938,6.649957718,32.09694232,93.18320014,6.816799861,868,3728,7618,9772,11132,6808,7021,5449,2668,1567,644,3238,6288,9803,11533,8401,8126,7004,4802,3182,1819,5.775975722,21.40659851,12.17382652,35.31017645,51.33503496,13.35478859,77.53840171,22.46159829,49.46281666,23.85280477,25.88244074,74.11755926,2.569277591,2.232900849,2.104757328,0.105718405,0.028832292,14.32003844,4.757328208,3.129905494,1.11484863,0.057664584,0.589460195,0.579849431,0.72721448,0.233861925,0,0.989908698,0.345987506,0,0.480538203,24.1710716,24.24795771,9.764536281,0.563831491,87.5192539,92.14338026,0.5932,56.2240905,28.90011718,24.03766131,9.265925339,39.73896803,17.22767547,20.77228368,52.92290363,40.57481278,5.273810467,11373,9.686898455,22420,19.09612797,4696,3.999795581,38489,32.782822,37.70653981,26.97173167,24.1659475,3.885579574,7.270201436,0.128396725,2.858405776,3.001536551,13.30274264,30.03009956,9.274032289,2.770001473,5.392662443,12.26925425,3.620366667,3.441453198,11.89037867,4.121324381,72.50833743,58.07803934,28.82861362,9.355455177,0,10.38698749,27.93823836,1.836366849,14.23948923,14.05411759,588100,117.7734745,12.09244564,3.744553664,38.77887789,55.05394749,0.938151494,8.706132731,4.966556637,57.24945194,0.696687516
1,108,219382,106940,75903,3.341109486,96.65889051,14.68563069,39.54540576,79.12413789,39.57873213,7.851601316,78.01323718,2.830678907,0.082048664,9.101020138,2.223062968,19966,17225,171147,6210,180,4877,3.421560605,4.229037728,66.54300053,33.45699947,1970,6017,7545,6062,19968,15156,12350,10330,9987,5296,2156,5803,8277,8641,30531,17889,13310,15843,12704,7926,3591,5.387862268,14.20672617,18.98970745,44.10848065,48.47253777,7.418981579,87.28614397,12.71385603,40.18110083,18.87717483,22.5898205,77.4101795,8.277170184,10.85193107,5.956656847,0.593244279,0.050445942,16.43528795,7.342911336,4.392832641,5.143468259,0,0.546834013,0.096856209,1.69094798,1.051293434,0,0.151337826,2.050123088,0.373299972,0.036321078,5.135396909,2.459744138,10.29299003,3.454538117,83.42693197,87.02778263,0.5689,3.845783442,3.079639209,44.66256389,8.211640764,49.47104749,2.386957383,5.971227874,25.81301009,6.93527717,5.367552828,1518,0.701196839,10680,4.933321631,3414,1.577000005,15612,7.211518475,70.14325458,5.2652208,22.15373738,1.042899522,1.394887717,0.019213329,1.239644015,2.805146098,6.56404187,22.39659386,22.62715381,6.490262685,2.7959237,22.3558616,2.3002198,2.7959237,5.920011067,1.146651501,77.08524816,78.44325332,16.59938196,13.64258477,0,21.10214938,38.45557918,0.146139646,14.98971362,7.220688988,1000001,114.7381607,6.224350205,7.528551008,17.40679702,71.69593588,0.449329879,3.114320884,6.497206752,86.20143158,0.946951358
1,107,196398,100746,67436,5.475258008,94.52474199,16.04115373,32.71058439,75.70067229,42.99008789,14.15696698,68.4574181,6.368191122,0.117109136,8.376867382,3.143616534,16452,27804,134449,12507,230,6174,4.394117438,6.783799457,67.50633311,32.49366689,1761,6486,7025,5855,17074,14544,13589,11901,8228,4194,1785,5594,7351,7309,21001,16540,14453,13419,10823,5645,3582,6.150775466,15.41919979,17.44264198,45.04465368,48.01483068,6.940515639,82.12743771,17.87256229,41.08870603,19.6175061,22.38821169,77.61178831,6.559017512,10.76415738,3.327268592,0.045485558,0,15.00341142,4.92381169,4.009551967,5.835797134,0,0.946099613,0,0.566295201,0.732317489,0,0.004548556,2.406186036,0,0,14.84421196,3.045258131,10.89833978,3.873095292,83.64024922,89.00661773,0.5701,10.74047163,5.216519738,41.79661296,9.856303915,48.39510443,3.174183309,7.925975759,28.19258021,10.92785295,5.187230764,2286,1.180742432,13420,6.931567557,3484,1.799521712,19190,9.9118317,73.4356382,7.313594512,16.30438707,1.396461455,1.549918758,0.142625023,1.006499368,2.604260697,9.41957032,24.69037732,18.49792381,8.041162665,3.90232894,21.94981044,1.552626828,2.512186315,4.480050551,1.008304748,84.8906245,82.81526409,18.88639069,14.65719838,0.079354583,18.53845136,34.55383395,0.386800327,15.52094249,9.057232157,971200,107.035566,8.010471204,11.04170428,16.52910874,70.13970492,2.063219151,3.084655062,6.376852879,83.32596242,0.934505137
1,104,146311,92246,69094,6.188368727,93.81163127,18.25716017,38.61272844,72.134251,33.52152257,14.7288994,61.87026266,5.454818845,0.270656342,14.7876783,3.65727799,21636,21550,90523,7981,396,5351,5.135467798,7.874292928,77.01196863,22.98803137,2001,2357,2768,6944,19559,15946,11303,8523,4563,2451,584,2719,3028,9643,20542,10544,7601,7908,5152,2753,1423,3.469322197,8.60222403,11.56850818,63.83034864,29.5696766,6.599974761,84.73535403,15.26464597,41.99293865,19.85530547,27.12578002,72.87421998,7.100382987,6.67456158,4.152388631,0.090707519,0.060471679,24.43307801,6.573775448,4.535375932,3.58546664,0.01511792,0.554323725,0.118423705,0.708022576,0.299838742,0,0.032755493,1.557145737,0,0,7.609352953,4.636162064,12.32110462,5.273634348,77.66834922,80.96901308,0.5793,17.40170668,5.240672906,28.16692386,8.898470898,58.10371198,2.326964628,9.62650901,32.73338762,11.52547173,9.083442489,2429,1.697165336,13083,9.141216174,2691,1.88022722,18203,12.71860873,67.5457583,8.873221678,20.21350369,0.984512577,2.383003762,0.068295963,1.568705739,3.768886461,10.71721268,14.4640343,20.54447643,8.186059218,3.190997541,23.76804589,2.133986173,1.839788177,8.255405888,1.537184525,69.82901726,66.49153532,9.395256245,6.284139739,0.02791872,14.05889636,33.53281057,0.241756424,11.45759996,7.541068957,863100,123.6125412,5.170529767,8.357324479,16.43122265,75.70477363,2.210434318,3.577237746,3.643999903,81.48183949,0.915383872
1,105,146311,92246,69094,6.188368727,93.81163127,18.25716017,38.61272844,72.134251,33.52152257,14.7288994,61.87026266,5.454818845,0.270656342,14.7876783,3.65727799,21636,21550,90523,7981,396,5351,5.135467798,7.874292928,77.01196863,22.98803137,2001,2357,2768,6944,19559,15946,11303,8523,4563,2451,584,2719,3028,9643,20542,10544,7601,7908,5152,2753,1423,3.469322197,8.60222403,11.56850818,63.83034864,29.5696766,6.599974761,84.73535403,15.26464597,41.99293865,19.85530547,27.12578002,72.87421998,7.100382987,6.67456158,4.152388631,0.090707519,0.060471679,24.43307801,6.573775448,4.535375932,3.58546664,0.01511792,0.554323725,0.118423705,0.708022576,0.299838742,0,0.032755493,1.557145737,0,0,7.609352953,4.636162064,12.32110462,5.273634348,77.66834922,80.96901308,0.5793,17.40170668,5.240672906,28.16692386,8.898470898,58.10371198,2.326964628,9.62650901,32.73338762,11.52547173,9.083442489,2429,1.697165336,13083,9.141216174,2691,1.88022722,18203,12.71860873,67.5457583,8.873221678,20.21350369,0.984512577,2.383003762,0.068295963,1.568705739,3.768886461,10.71721268,14.4640343,20.54447643,8.186059218,3.190997541,23.76804589,2.133986173,1.839788177,8.255405888,1.537184525,69.82901726,66.49153532,9.395256245,6.284139739,0.02791872,14.05889636,33.53281057,0.241756424,11.45759996,7.541068957,863100,123.6125412,5.170529767,8.357324479,16.43122265,75.70477363,2.210434318,3.577237746,3.643999903,81.48183949,0.915383872
1,106,145669,102337,74926,3.002466836,96.99753316,15.60747986,42.37523504,78.09605134,35.7208163,8.545400875,70.29361086,3.529920573,0.203886894,14.73271595,2.435658925,21461,12448,102396,5142,297,3548,3.950347005,3.710063547,69.30674454,30.69325546,2001,2512,2989,6415,18134,9299,8342,7591,4910,3537,1091,2801,2658,12356,22143,9579,7862,8559,7857,4623,2411,3.647309997,8.255702998,16.77021192,59.17969209,34.60453637,6.215771536,88.3089545,11.6910455,40.44488652,19.23501221,22.65066692,77.34933308,8.646764661,8.655856948,4.700712229,0.360660706,0,25.25231096,9.446885892,6.579784816,5.070465222,0.024246098,1.500227307,0,1.166843461,0.224276406,0,0.006061524,1.660857706,0.072738294,0,4.176390362,2.360963782,6.725261403,3.376269132,77.45560935,85.57674155,0.5297,9.971581411,2.997035092,32.4796413,7.419697273,55.7010892,1.492799218,6.389466784,26.62016586,6.42437801,8.451366525,567,0.401458562,10682,7.563281056,2191,1.551315184,13440,9.516054802,69.5741566,6.554500635,21.61618119,0.694309888,1.560851687,0,0.877306293,2.946242115,7.283256905,17.14030442,22.11027148,7.878533445,3.751426296,24.24164137,2.293913755,3.274559194,6.639540141,1.402613619,63.80540376,85.57394002,9.50954464,7.306067709,0.023814597,17.14776331,41.17794518,0.252826743,15.23006154,7.08093779,734200,116.1058365,7.571745355,6.398415466,13.60751618,73.21284961,1.120539463,3.073336425,5.196595766,85.50231724,0.941383864
1,103,163328,42873,37536,26.71428571,73.28571429,27.74837662,27.23214286,41.90746753,14.67532468,24.6424373,32.83882739,6.739199647,0.296336207,32.48310149,3.644812892,53054,40248,53635,11007,484,5953,5.168707548,25.21764813,87.53744673,12.46255327,986,2770,5720,10889,17639,12445,10913,8896,5280,3403,1204,2724,5217,12808,16619,11061,11326,10402,6805,4596,2611,3.363783307,12.85695043,14.63251861,48.55050968,41.19518904,10.25430128,76.556768,23.443232,47.38753213,22.85989717,35.45564753,64.54435247,3.040978086,3.519314787,1.281320693,0,0.098430296,58.50040581,3.484777841,5.040667254,0.789169214,0,0.22967069,0.022449015,0.233124385,0.119152463,0,0.074254434,1.110362811,0,0.013814778,11.01383205,1.738935226,3.64537464,1.440190644,84.7789277,91.14659659,0.5628,47.51918402,22.20206411,31.48328421,8.147205185,45.96700468,7.191178746,29.07104933,54.71127894,20.63433734,27.06387724,7336,4.684277404,24516,15.65427274,7446,4.754516024,39298,25.09306617,49.16928038,19.80627039,22.37463628,2.685510587,5.964302359,0.057942536,2.360528537,3.827986245,14.86981824,19.08702717,12.22083664,7.232740052,4.588796937,18.56428472,3.203214551,2.395797907,9.02392019,2.986559851,75.38122852,72.14996174,17.53280545,8.487925627,0.104077298,16.62705166,29.10226298,1.52315044,11.75932828,13.4074818,612200,114.0699593,8.921890942,8.881583091,38.37502098,59.7450672,0.890282837,6.831127551,3.655363497,59.41042159,0.756421757
1,101,152088,118108,80606,4.249382529,95.75061747,12.5711251,43.99008674,81.0054877,37.01540096,6.887459892,72.27263163,2.319052128,0.165693546,15.05707222,3.311898375,22900,10475,109918,3527,252,5037,3.727430709,3.833133956,71.65746138,28.34253862,2001,3875,4552,7527,21549,13307,9038,7713,4918,2072,615,3434,3857,10214,22680,11653,7591,8276,5460,2464,1293,4.805770343,11.63734154,11.0607017,63.56562999,31.34093413,5.093435877,86.37483722,13.62516278,38.33271174,18.98875806,23.57056441,76.42943559,10.19861638,9.492858737,6.499665253,0.050212006,0.022316447,25.923343,6.837201518,4.254072752,4.148069627,0.103213568,0.825708547,0.089265789,0.468645392,0.298482482,0,0.036264227,3.60131667,0,0.055791118,3.062932381,1.417094399,6.298817228,5.534478911,75.86111959,86.88937914,0.5529,4.322278095,3.020734032,35.79306299,6.52049571,52.19145308,1.849118074,6.386285304,26.07491418,5.367491142,9.223713384,904,0.625017285,8795,6.080782101,1808,1.25003457,11507,7.955833956,71.86348572,4.863012289,21.05349828,0.820279533,1.399724172,0.102920895,1.05905601,2.701673494,7.663489842,16.26973508,24.23581235,7.78287808,2.562730286,25.95047447,1.90197814,1.76406414,6.68471213,0.971573249,78.17246533,83.09805418,14.23680929,11.71320217,0.055995317,16.73623661,34.06169666,0.224068269,9.641375449,5.693352818,1000001,120.2568906,5.970441119,8.271752331,20.00622278,75.28496951,0.763572501,4.619613632,4.011300873,86.65213871,0.951343241
1,102,152088,118108,80606,4.249382529,95.75061747,12.5711251,43.99008674,81.0054877,37.01540096,6.887459892,72.27263163,2.319052128,0.165693546,15.05707222,3.311898375,22900,10475,109918,3527,252,5037,3.727430709,3.833133956,71.65746138,28.34253862,2001,3875,4552,7527,21549,13307,9038,7713,4918,2072,615,3434,3857,10214,22680,11653,7591,8276,5460,2464,1293,4.805770343,11.63734154,11.0607017,63.56562999,31.34093413,5.093435877,86.37483722,13.62516278,38.33271174,18.98875806,23.57056441,76.42943559,10.19861638,9.492858737,6.499665253,0.050212006,0.022316447,25.923343,6.837201518,4.254072752,4.148069627,0.103213568,0.825708547,0.089265789,0.468645392,0.298482482,0,0.036264227,3.60131667,0,0.055791118,3.062932381,1.417094399,6.298817228,5.534478911,75.86111959,86.88937914,0.5529,4.322278095,3.020734032,35.79306299,6.52049571,52.19145308,1.849118074,6.386285304,26.07491418,5.367491142,9.223713384,904,0.625017285,8795,6.080782101,1808,1.25003457,11507,7.955833956,71.86348572,4.863012289,21.05349828,0.820279533,1.399724172,0.102920895,1.05905601,2.701673494,7.663489842,16.26973508,24.23581235,7.78287808,2.562730286,25.95047447,1.90197814,1.76406414,6.68471213,0.971573249,78.17246533,83.09805418,14.23680929,11.71320217,0.055995317,16.73623661,34.06169666,0.224068269,9.641375449,5.693352818,1000001,120.2568906,5.970441119,8.271752331,20.00622278,75.28496951,0.763572501,4.619613632,4.011300873,86.65213871,0.951343241
